id,justification,Category
5444,because the light is red.,traffic conditions:traffic light:red light
16009,because it is at another stop sign,traffic conditions:traffic sign:stop sign
3626,because traffic has begun moving forward.,interaction with other road users:traffic:moving forward:normally
14824,because there was no car directly in front of the car.,road condition:availability:clear road
806,due to the red light.,traffic conditions:traffic light:red light
6331,as it waits for the parked car's door to close.,ego car driving intention: vehicle longitudinal activity:stop
11610,to line up to the gas pump.,unclassified
15965,to keep up with traffic..,unclassified
9618,"as there is a slow moving vehicle ahead, and the left lane is clear.",road condition:availability:clear road
10085,because the street is clear.,road condition:availability:clear road
10960,Because the cars ahead of it are slowing down as they approach an intersection with a stop sign.,traffic conditions:traffic sign:stop sign
1654,as the lane is clear of cars.,road condition:availability:clear road
9048,because the road is clear.,road condition:availability:clear road
1453,The car is moving through an intersection,unclassified
15507,because there is a red light at the intersection ahead.,traffic conditions:traffic light:red light
2179,because traffic is moving slowly.,interaction with other road users:traffic:moving forward:slowly
5868,since there is a car and a group of people in the street.,unclassified
7718,There is a red light.,traffic conditions:traffic light:red light
9677,because the lane is empty.,road condition:availability:clear road
1969,The car has passed the van.,ego car driving intention: vehicle longitudinal activity:passing
6385,because the light turns green.,traffic conditions:traffic light:green light
308,because traffic has opened up a little.,interaction with other road users:traffic:accelerating
502,The light controlling the intersection the car is stopped at is red.,traffic conditions:traffic light:red light
6318,because the road is clear.,road condition:availability:clear road
601,because there is a pedestrian.,interaction with other road users:pedestrians and cyclists: crossing
12179,since the road is clear.,road condition:availability:clear road
7672,as its lane of traffic moves freely.,interaction with other road users:traffic:moving forward:normally
4688,because the car is parked on the right side of the road.,ego car driving intention: vehicle longitudinal activity:park
14660,as it approaches slower traffic ahead.,interaction with other road users:traffic:moving forward:slowly
9098,because the road is clear.,road condition:availability:clear road
10179,because traffic has moved.,interaction with other road users:traffic:accelerating
5034,because the light is red.,traffic conditions:traffic light:red light
15013,because the light is red.,traffic conditions:traffic light:red light
6626,because the road is clear of traffic.,road condition:availability:clear road
13977,because traffic has started to move ahead,interaction with other road users:traffic:moving forward:normally
15024,because the car ahead started moving and the light turned green.,traffic conditions:traffic light:green light
