id,Justification,Category
2022,after the light turned green.,traffic conditions:traffic light:green light
663,because the light turned red.,traffic conditions:traffic light:red light
680,since the other cars aren't moving,interaction with other road users:traffic:stop
1866,because the street is clear,road condition:availability:clear road
933,The car is approaching an intersection and the light controlling the intersection is turning red.,traffic conditions:traffic light:red light
1869,to continue on down the road.,ego car driving intention:vehicle longitudinal activity:driving forward
1393,as its lane of traffic flows freely.,interaction with other road users:traffic:moving forward:normally
1273,The car is approaching an intersection controlled by a stop sign,traffic conditions:traffic sign:stop sign
953,for the red light.,traffic conditions:traffic light:red light
2048,because the lane is clear.,road condition:availability:clear road
82,to start turning around while there is a gap in the oncoming traffic.,ego car driving intention:vehicle lateral activity:turning
1896,because the light is red.,traffic conditions:traffic light:red light
460,to squeeze between a parked car and a stopped garbage truck.,unclassified
1199,because the street is now clear.,road condition:availability:clear road
889,while the light is green.,traffic conditions:traffic light:green light
64,because the light is red.,traffic conditions:traffic light:red light
64,because the light is red.,traffic conditions:traffic light:red light
1116,The car has arrived at the intersection controlled by a red light.,traffic conditions:traffic light:red light
1293,so that it may reenter the road.,unclassified
512,The car is moving to the rightmost lane,unclassified
930,because there is a stop right there.,traffic conditions:traffic sign:stop sign
247,because the route is clear.,road condition:availability:clear road
654,because the truck in front of it is moving ahead slowly.,interaction with other road users:lead vehicle:moving forward:slowly
1536,for the stop sign ahead.,traffic conditions:traffic sign:stop sign
1769,because the light ahead turns red.,traffic conditions:traffic light:red light
198,The car is approaching an intersection,unclassified
1534,to make a left hand turn ahead.,ego car driving intention:vehicle lateral activity:turning
2024,since there is traffic and it's wet.,environment:weather:rain
1664,The car is parked along the roadway.,ego car driving intention:vehicle longitudinal activity:park
1754,as the car cannot continue while the light is green.,ego car driving intention:vehicle longitudinal activity:stop&traffic conditions:traffic light:green light
1221,since it's shifting into the left lane.,unclassified
786,Traffic ahead of the car is still moving slowly through the intersection,interaction with other road users:traffic:moving forward:slowly
1335,The car is driving forward down the road,ego car driving intention:vehicle longitudinal activity:driving forward
69,as traffic in front of it continues driving forward.,interaction with other road users:lead vehicle:moving forward:normally
125,The car is changing lanes and is moving two lanes to the left.,ego car driving intention:vehicle lateral activity:changing lane
2078,because there are no cars immediately in front of it.,road condition:availability:clear road
1255,Traffic ahead of the car is stopped at an intersection controlled by a red light.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
1344,The car appears to be double parked in the roadway.,ego car driving intention:vehicle longitudinal activity:park
1008,The car has inappropriately failed to stop at the stop sign and is proceeding through the intersection.,traffic conditions:traffic sign:stop sign
